date,commodity,contract_month,contract_year,price,unit,currency,volume,open_interest,source
2021/03/01,CORN,Sep,2021,2985,ZAR/Ton,ZAR,11,546,JSE
2021/02/26,CORN,Sep,2021,2927,ZAR/Ton,ZAR,24,536,JSE
2021/02/25,CORN,Sep,2021,2942,ZAR/Ton,ZAR,10,516,JSE
2021/02/24,CORN,Sep,2021,2878,ZAR/Ton,ZAR,7,526,JSE
2021/02/23,CORN,Sep,2021,2910,ZAR/Ton,ZAR,35,526,JSE
2021/02/22,CORN,Sep,2021,2922,ZAR/Ton,ZAR,68,491,JSE
2021/02/19,CORN,Sep,2021,2831,ZAR/Ton,ZAR,,435,JSE
2021/02/18,CORN,Sep,2021,2831,ZAR/Ton,ZAR,,435,JSE
2021/02/17,CORN,Sep,2021,2867,ZAR/Ton,ZAR,92,435,JSE
2021/02/16,CORN,Sep,2021,2780,ZAR/Ton,ZAR,,403,JSE
2021/02/15,CORN,Sep,2021,2780,ZAR/Ton,ZAR,20,403,JSE
2021/02/12,CORN,Sep,2021,2804,ZAR/Ton,ZAR,18,403,JSE
2021/02/11,CORN,Sep,2021,2766,ZAR/Ton,ZAR,,391,JSE
2021/02/10,CORN,Sep,2021,2835,ZAR/Ton,ZAR,,391,JSE
2021/02/09,CORN,Sep,2021,2895,ZAR/Ton,ZAR,,391,JSE
2021/02/08,CORN,Sep,2021,2868,ZAR/Ton,ZAR,,391,JSE
2021/02/05,CORN,Sep,2021,2868,ZAR/Ton,ZAR,,391,JSE
2021/02/04,CORN,Sep,2021,2883,ZAR/Ton,ZAR,,391,JSE
2021/02/03,CORN,Sep,2021,2828,ZAR/Ton,ZAR,11,391,JSE
2021/02/02,CORN,Sep,2021,2852,ZAR/Ton,ZAR,1,381,JSE
2021/02/01,CORN,Sep,2021,2876,ZAR/Ton,ZAR,50,381,JSE
2021/01/29,CORN,Sep,2021,2866,ZAR/Ton,ZAR,,331,JSE
2021/01/28,CORN,Sep,2021,2896,ZAR/Ton,ZAR,7,331,JSE
2021/01/27,CORN,Sep,2021,2889,ZAR/Ton,ZAR,,326,JSE
2021/01/26,CORN,Sep,2021,2832,ZAR/Ton,ZAR,4,326,JSE
2021/01/25,CORN,Sep,2021,2791,ZAR/Ton,ZAR,,322,JSE
2021/01/22,CORN,Sep,2021,2838,ZAR/Ton,ZAR,,322,JSE
2021/01/21,CORN,Sep,2021,2836,ZAR/Ton,ZAR,,322,JSE
2021/01/20,CORN,Sep,2021,2809,ZAR/Ton,ZAR,63,322,JSE
2021/01/19,CORN,Sep,2021,2934,ZAR/Ton,ZAR,40,259,JSE
2021/01/18,CORN,Sep,2021,2957,ZAR/Ton,ZAR,,219,JSE
2021/01/15,CORN,Sep,2021,2957,ZAR/Ton,ZAR,,219,JSE
2021/01/14,CORN,Sep,2021,2924,ZAR/Ton,ZAR,,219,JSE
2021/01/13,CORN,Sep,2021,2973,ZAR/Ton,ZAR,,219,JSE
2021/01/12,CORN,Sep,2021,2853,ZAR/Ton,ZAR,14,219,JSE
2021/01/11,CORN,Sep,2021,2861,ZAR/Ton,ZAR,185,205,JSE
2021/01/08,CORN,Sep,2021,2830,ZAR/Ton,ZAR,28,20,JSE
2020/08/28,CORN,Sep,2020,2271,ZAR/Ton,ZAR,15,1,JSE
2020/08/27,CORN,Sep,2020,2265,ZAR/Ton,ZAR,2,13,JSE
2020/08/26,CORN,Sep,2020,2247,ZAR/Ton,ZAR,17,15,JSE
2020/08/25,CORN,Sep,2020,2209,ZAR/Ton,ZAR,0,32,JSE
2020/08/24,CORN,Sep,2020,2209,ZAR/Ton,ZAR,5,32,JSE
