Marketing Year,Week No,Commodity,Flow,Country,Port,Tons
2024/25,40,Wheat,RSA Export,LESOTHO,,823
2024/25,40,Wheat,RSA Export,ZAMBIA,,3025
2024/25,40,Wheat,RSA Export,ZIMBABWE,,314
2024/25,41,Wheat,Export of Imported Wheat,BOTSWANA,,228
2024/25,41,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,802
2024/25,41,Wheat,Export of Imported Wheat,LESOTHO,,19
2024/25,41,Wheat,Export of Imported Wheat,ZAMBIA,,2389
2024/25,41,Wheat,Export of Imported Wheat,ZIMBABWE,,4251
2024/25,41,Wheat,Import for Other Countries,AUSTRALIA,,6947
2024/25,41,Wheat,Import for Other Countries,GERMANY,,3523
2024/25,41,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,21818
2024/25,41,Wheat,Import for RSA,AUSTRALIA,,21680
2024/25,41,Wheat,Import for RSA,GERMANY,,23498
2024/25,41,Wheat,Import for RSA,RUSSIAN FEDERATION,,11038
2024/25,41,Wheat,Import per Harbour,,Cape Town,12614
2024/25,41,Wheat,Import per Harbour,,Durban,75890
2024/25,41,Wheat,RSA Export,BOTSWANA,,566
2024/25,41,Wheat,RSA Export,ESWATINI (SWAZILAND),,35
2024/25,41,Wheat,RSA Export,LESOTHO,,512
2024/25,41,Wheat,RSA Export,MOZAMBIQUE,,69
2024/25,41,Wheat,RSA Export,NAMIBIA,,238
2024/25,41,Wheat,RSA Export,ZAMBIA,,3486
2024/25,41,Wheat,RSA Export,ZIMBABWE,,286
2024/25,42,Wheat,Export of Imported Wheat,BOTSWANA,,462
2024/25,42,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,3072
2024/25,42,Wheat,Export of Imported Wheat,LESOTHO,,104
2024/25,42,Wheat,Export of Imported Wheat,ZAMBIA,,2674
2024/25,42,Wheat,Export of Imported Wheat,ZIMBABWE,,1698
2024/25,42,Wheat,Import for Other Countries,AUSTRALIA,,5527
2024/25,42,Wheat,Import for RSA,AUSTRALIA,,67620
2024/25,42,Wheat,Import for RSA,GERMANY,,8025
2024/25,42,Wheat,Import per Harbour,,Cape Town,7149
2024/25,42,Wheat,Import per Harbour,,Durban,65998
2024/25,42,Wheat,Import per Harbour,,Port Elizabeth,8025
2024/25,42,Wheat,RSA Export,BOTSWANA,,65
2024/25,42,Wheat,RSA Export,LESOTHO,,443
2024/25,42,Wheat,RSA Export,ZAMBIA,,2071
2024/25,42,Wheat,RSA Export,ZIMBABWE,,878
2024/25,43,Wheat,Export of Imported Wheat,BOTSWANA,,463
2024/25,43,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,354
2024/25,43,Wheat,Export of Imported Wheat,LESOTHO,,2959
2024/25,43,Wheat,Export of Imported Wheat,ZAMBIA,,4014
2024/25,43,Wheat,Export of Imported Wheat,ZIMBABWE,,1148
2024/25,43,Wheat,Import for RSA,AUSTRALIA,,9603
2024/25,43,Wheat,Import for RSA,GERMANY,,18507
2024/25,43,Wheat,Import per Harbour,,Cape Town,18507
2024/25,43,Wheat,Import per Harbour,,Durban,9603
2024/25,43,Wheat,RSA Export,LESOTHO,,1343
2024/25,43,Wheat,RSA Export,MOZAMBIQUE,,109
2024/25,43,Wheat,RSA Export,NAMIBIA,,179
2024/25,43,Wheat,RSA Export,ZAMBIA,,3455
2024/25,43,Wheat,RSA Export,ZIMBABWE,,1097
2024/25,44,Wheat,Export of Imported Wheat,BOTSWANA,,286
2024/25,44,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,365
2024/25,44,Wheat,Export of Imported Wheat,LESOTHO,,251
2024/25,44,Wheat,Export of Imported Wheat,ZAMBIA,,5385
2024/25,44,Wheat,Export of Imported Wheat,ZIMBABWE,,1755
2024/25,44,Wheat,Import for Other Countries,AUSTRALIA,,7708
2024/25,44,Wheat,Import for RSA,AUSTRALIA,,25241
2024/25,44,Wheat,Import for RSA,GERMANY,,1396
2024/25,44,Wheat,Import per Harbour,,Cape Town,10216
2024/25,44,Wheat,Import per Harbour,,Durban,24129
2024/25,44,Wheat,RSA Export,LESOTHO,,669
2024/25,44,Wheat,RSA Export,ZAMBIA,,2697
2024/25,44,Wheat,RSA Export,ZIMBABWE,,1074
2024/25,45,Wheat,Export of Imported Wheat,BOTSWANA,,286
2024/25,45,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,921
2024/25,45,Wheat,Export of Imported Wheat,LESOTHO,,861
2024/25,45,Wheat,Export of Imported Wheat,ZAMBIA,,3219
2024/25,45,Wheat,Export of Imported Wheat,ZIMBABWE,,2577
2024/25,45,Wheat,Import for Other Countries,AUSTRALIA,,2000
2024/25,45,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,3000
2024/25,45,Wheat,Import for RSA,AUSTRALIA,,11624
2024/25,45,Wheat,Import for RSA,RUSSIAN FEDERATION,,5030
2024/25,45,Wheat,Import for RSA,UNITED STATES,,23180
2024/25,45,Wheat,Import per Harbour,,Durban,44834
2024/25,45,Wheat,RSA Export,BOTSWANA,,73
2024/25,45,Wheat,RSA Export,LESOTHO,,374
2024/25,45,Wheat,RSA Export,ZAMBIA,,2495
2024/25,45,Wheat,RSA Export,ZIMBABWE,,476
2024/25,46,Wheat,Export of Imported Wheat,BOTSWANA,,602
2024/25,46,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,3189
2024/25,46,Wheat,Export of Imported Wheat,LESOTHO,,1011
2024/25,46,Wheat,Export of Imported Wheat,ZAMBIA,,1574
2024/25,46,Wheat,Export of Imported Wheat,ZIMBABWE,,1599
2024/25,46,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,20162
2024/25,46,Wheat,Import for Other Countries,UNITED STATES,,3970
2024/25,46,Wheat,Import for RSA,RUSSIAN FEDERATION,,21936
2024/25,46,Wheat,Import for RSA,UNITED STATES,,40408
2024/25,46,Wheat,Import per Harbour,,Durban,86476
2024/25,46,Wheat,RSA Export,BOTSWANA,,146
2024/25,46,Wheat,RSA Export,LESOTHO,,144
2024/25,46,Wheat,RSA Export,ZAMBIA,,2779
2024/25,46,Wheat,RSA Export,ZIMBABWE,,781
2024/25,47,Wheat,Export of Imported Wheat,BOTSWANA,,2619
2024/25,47,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2273
2024/25,47,Wheat,Export of Imported Wheat,LESOTHO,,706
2024/25,47,Wheat,Export of Imported Wheat,ZAMBIA,,2536
2024/25,47,Wheat,Import for RSA,AUSTRALIA,,1850
2024/25,47,Wheat,Import for RSA,UNITED STATES,,32359
2024/25,47,Wheat,Import per Harbour,,Durban,34209
2024/25,47,Wheat,RSA Export,BOTSWANA,,74
2024/25,47,Wheat,RSA Export,LESOTHO,,305
2024/25,47,Wheat,RSA Export,ZAMBIA,,5296
2024/25,47,Wheat,RSA Export,ZIMBABWE,,1013
2024/25,48,Wheat,Export of Imported Wheat,BOTSWANA,,4754
2024/25,48,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,894
2024/25,48,Wheat,Export of Imported Wheat,LESOTHO,,1455
2024/25,48,Wheat,Export of Imported Wheat,ZAMBIA,,821
2024/25,48,Wheat,Import for Other Countries,AUSTRALIA,,10000
2024/25,48,Wheat,Import for RSA,AUSTRALIA,,38441
2024/25,48,Wheat,Import per Harbour,,Durban,48441
2024/25,48,Wheat,RSA Export,BOTSWANA,,184
2024/25,48,Wheat,RSA Export,ESWATINI (SWAZILAND),,34
2024/25,48,Wheat,RSA Export,LESOTHO,,223
2024/25,48,Wheat,RSA Export,ZAMBIA,,4335
2024/25,48,Wheat,RSA Export,ZIMBABWE,,1940
2024/25,49,Wheat,Export of Imported Wheat,BOTSWANA,,4736
2024/25,49,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,648
2024/25,49,Wheat,Export of Imported Wheat,LESOTHO,,1458
2024/25,49,Wheat,Export of Imported Wheat,MOZAMBIQUE,,36
2024/25,49,Wheat,Export of Imported Wheat,NAMIBIA,,2375
2024/25,49,Wheat,Import for Other Countries,ROMANIA,,3955
2024/25,49,Wheat,Import for RSA,AUSTRALIA,,23322
2024/25,49,Wheat,Import for RSA,ROMANIA,,17760
2024/25,49,Wheat,Import for RSA,RUSSIAN FEDERATION,,3280
2024/25,49,Wheat,Import per Harbour,,Durban,45349
2024/25,49,Wheat,Import per Harbour,,East London,2968
2024/25,49,Wheat,RSA Export,BOTSWANA,,320
2024/25,49,Wheat,RSA Export,LESOTHO,,296
2024/25,49,Wheat,RSA Export,NAMIBIA,,34
2024/25,49,Wheat,RSA Export,ZAMBIA,,317
2024/25,49,Wheat,RSA Export,ZIMBABWE,,468
2024/25,50,Wheat,Export of Imported Wheat,BOTSWANA,,3659
2024/25,50,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2083
2024/25,50,Wheat,Export of Imported Wheat,LESOTHO,,156
2024/25,50,Wheat,Export of Imported Wheat,NAMIBIA,,2575
2024/25,50,Wheat,Export of Imported Wheat,ZAMBIA,,242
2024/25,50,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,6612
2024/25,50,Wheat,Import for RSA,AUSTRALIA,,16794
2024/25,50,Wheat,Import for RSA,ROMANIA,,21984
2024/25,50,Wheat,Import for RSA,RUSSIAN FEDERATION,,44618
2024/25,50,Wheat,Import for RSA,UNITED STATES,,240
2024/25,50,Wheat,Import per Harbour,,Cape Town,3805
2024/25,50,Wheat,Import per Harbour,,Durban,83402
2024/25,50,Wheat,Import per Harbour,,East London,3041
2024/25,50,Wheat,RSA Export,BOTSWANA,,547
2024/25,50,Wheat,RSA Export,LESOTHO,,550
2024/25,50,Wheat,RSA Export,ZAMBIA,,846
2024/25,50,Wheat,RSA Export,ZIMBABWE,,283
2024/25,51,Wheat,Export of Imported Wheat,BOTSWANA,,862
2024/25,51,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2376
2024/25,51,Wheat,Export of Imported Wheat,NAMIBIA,,1292
2024/25,51,Wheat,Export of Imported Wheat,ZAMBIA,,661
2024/25,51,Wheat,Import for Other Countries,UNITED STATES,,4210
2024/25,51,Wheat,Import for RSA,AUSTRALIA,,27626
2024/25,51,Wheat,Import for RSA,UNITED STATES,,31554
2024/25,51,Wheat,Import per Harbour,,Cape Town,5953
2024/25,51,Wheat,Import per Harbour,,Durban,49432
2024/25,51,Wheat,Import per Harbour,,Port Elizabeth,8005
2024/25,51,Wheat,RSA Export,BOTSWANA,,219
2024/25,51,Wheat,RSA Export,LESOTHO,,673
2024/25,51,Wheat,RSA Export,ZAMBIA,,1683
2024/25,51,Wheat,RSA Export,ZIMBABWE,,376
2024/25,52,Wheat,Export of Imported Wheat,BOTSWANA,,144
2024/25,52,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,972
2024/25,52,Wheat,Export of Imported Wheat,LESOTHO,,1275
2024/25,52,Wheat,Export of Imported Wheat,NAMIBIA,,718
2024/25,52,Wheat,Export of Imported Wheat,ZAMBIA,,766
2024/25,52,Wheat,Import for RSA,AUSTRALIA,,19964
2024/25,52,Wheat,Import for RSA,UNITED STATES,,25392
2024/25,52,Wheat,Import per Harbour,,Cape Town,19964
2024/25,52,Wheat,Import per Harbour,,Durban,25392
2024/25,52,Wheat,RSA Export,BOTSWANA,,252
2024/25,52,Wheat,RSA Export,LESOTHO,,419
2024/25,52,Wheat,RSA Export,ZAMBIA,,4673
2024/25,52,Wheat,RSA Export,ZIMBABWE,,1323
2025/26,1,Wheat,Export of Imported Wheat,BOTSWANA,,141
2025/26,1,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,540
2025/26,1,Wheat,Export of Imported Wheat,LESOTHO,,454
2025/26,1,Wheat,Import for RSA,LITHUANIA,,8800
2025/26,1,Wheat,Import for RSA,POLAND,,930
2025/26,1,Wheat,Import per Harbour,,Cape Town,8800
2025/26,1,Wheat,Import per Harbour,,Durban,930
2025/26,1,Wheat,RSA Export,BOTSWANA,,105
2025/26,1,Wheat,RSA Export,LESOTHO,,857
2025/26,1,Wheat,RSA Export,ZAMBIA,,168
2025/26,1,Wheat,RSA Export,ZIMBABWE,,246
2025/26,2,Wheat,Export of Imported Wheat,BOTSWANA,,1143
2025/26,2,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,936
2025/26,2,Wheat,Export of Imported Wheat,LESOTHO,,947
2025/26,2,Wheat,Export of Imported Wheat,ZAMBIA,,1940
2025/26,2,Wheat,Import for RSA,POLAND,,54357
2025/26,2,Wheat,Import for RSA,UNITED STATES,,18038
2025/26,2,Wheat,Import per Harbour,,Durban,72395
2025/26,2,Wheat,RSA Export,BOTSWANA,,140
2025/26,2,Wheat,RSA Export,LESOTHO,,357
2025/26,2,Wheat,RSA Export,ZAMBIA,,21
2025/26,2,Wheat,RSA Export,ZIMBABWE,,582
2025/26,3,Wheat,Export of Imported Wheat,BOTSWANA,,123
2025/26,3,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,576
2025/26,3,Wheat,Export of Imported Wheat,LESOTHO,,775
2025/26,3,Wheat,Export of Imported Wheat,ZAMBIA,,1108
2025/26,3,Wheat,Import for Other Countries,LITHUANIA,,8250
2025/26,3,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,5000
2025/26,3,Wheat,Import for RSA,LITHUANIA,,17099
2025/26,3,Wheat,Import for RSA,RUSSIAN FEDERATION,,19100
2025/26,3,Wheat,Import for RSA,UNITED STATES,,15206
2025/26,3,Wheat,Import per Harbour,,Durban,64655
2025/26,3,Wheat,RSA Export,BOTSWANA,,36
2025/26,3,Wheat,RSA Export,ZIMBABWE,,102
2025/26,4,Wheat,Export of Imported Wheat,BOTSWANA,,897
2025/26,4,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1473
2025/26,4,Wheat,Export of Imported Wheat,LESOTHO,,3101
2025/26,4,Wheat,Export of Imported Wheat,ZAMBIA,,553
2025/26,4,Wheat,Import for Other Countries,LITHUANIA,,16510
2025/26,4,Wheat,Import for RSA,AUSTRALIA,,52722
2025/26,4,Wheat,Import for RSA,LITHUANIA,,4385
2025/26,4,Wheat,Import for RSA,RUSSIAN FEDERATION,,30591
2025/26,4,Wheat,Import per Harbour,,Durban,104208
2025/26,4,Wheat,RSA Export,LESOTHO,,316
2025/26,4,Wheat,RSA Export,ZAMBIA,,36
2025/26,4,Wheat,RSA Export,ZIMBABWE,,533
2025/26,5,Wheat,Export of Imported Wheat,BOTSWANA,,2323
2025/26,5,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1512
2025/26,5,Wheat,Export of Imported Wheat,LESOTHO,,2432
2025/26,5,Wheat,Export of Imported Wheat,ZAMBIA,,757
2025/26,5,Wheat,Import for Other Countries,LATVIA,,3000
2025/26,5,Wheat,Import for RSA,AUSTRALIA,,2045
2025/26,5,Wheat,Import for RSA,LATVIA,,15029
2025/26,5,Wheat,Import per Harbour,,Durban,20074
2025/26,5,Wheat,RSA Export,LESOTHO,,310
2025/26,5,Wheat,RSA Export,ZAMBIA,,64
2025/26,5,Wheat,RSA Export,ZIMBABWE,,784
2025/26,6,Wheat,Export of Imported Wheat,BOTSWANA,,2633
2025/26,6,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,180
2025/26,6,Wheat,Export of Imported Wheat,LESOTHO,,1535
2025/26,6,Wheat,Export of Imported Wheat,ZAMBIA,,203
2025/26,6,Wheat,Import for Other Countries,POLAND,,2000
2025/26,6,Wheat,Import for Other Countries,ROMANIA,,13114
2025/26,6,Wheat,Import for RSA,LATVIA,,14828
2025/26,6,Wheat,Import for RSA,POLAND,,18920
2025/26,6,Wheat,Import for RSA,ROMANIA,,4681
2025/26,6,Wheat,Import for RSA,RUSSIAN FEDERATION,,1831
2025/26,6,Wheat,Import per Harbour,,Cape Town,1831
2025/26,6,Wheat,Import per Harbour,,Durban,53543
2025/26,6,Wheat,RSA Export,BOTSWANA,,33
2025/26,6,Wheat,RSA Export,LESOTHO,,253
2025/26,7,Wheat,Export of Imported Wheat,BOTSWANA,,2921
2025/26,7,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2707
2025/26,7,Wheat,Export of Imported Wheat,LESOTHO,,1999
2025/26,7,Wheat,Import for Other Countries,LITHUANIA,,3960
2025/26,7,Wheat,Import for Other Countries,ROMANIA,,2586
2025/26,7,Wheat,Import for RSA,AUSTRALIA,,6000
2025/26,7,Wheat,Import for RSA,LITHUANIA,,5000
2025/26,7,Wheat,Import for RSA,POLAND,,28678
2025/26,7,Wheat,Import for RSA,ROMANIA,,24410
2025/26,7,Wheat,Import for RSA,RUSSIAN FEDERATION,,8168
2025/26,7,Wheat,Import per Harbour,,Cape Town,14168
2025/26,7,Wheat,Import per Harbour,,Durban,59856
2025/26,7,Wheat,Import per Harbour,,Port Elizabeth,4778
2025/26,7,Wheat,RSA Export,BOTSWANA,,64
2025/26,7,Wheat,RSA Export,LESOTHO,,646
2025/26,7,Wheat,RSA Export,NAMIBIA,,111
2025/26,7,Wheat,RSA Export,ZIMBABWE,,106
2025/26,8,Wheat,Export of Imported Wheat,BOTSWANA,,3354
2025/26,8,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,650
2025/26,8,Wheat,Export of Imported Wheat,LESOTHO,,3040
2025/26,8,Wheat,Import for Other Countries,LITHUANIA,,9040
2025/26,8,Wheat,Import for RSA,AUSTRALIA,,3622
2025/26,8,Wheat,Import for RSA,LITHUANIA,,10182
2025/26,8,Wheat,Import for RSA,POLAND,,5185
2025/26,8,Wheat,Import for RSA,ROMANIA,,5908
2025/26,8,Wheat,Import for RSA,RUSSIAN FEDERATION,,26801
2025/26,8,Wheat,Import per Harbour,,Durban,49645
2025/26,8,Wheat,Import per Harbour,,East London,5908
2025/26,8,Wheat,Import per Harbour,,Port Elizabeth,5185
2025/26,8,Wheat,RSA Export,BOTSWANA,,99
